dateday,hour,season,month,weekday,workingday,holidays,cnt,duration_min,duration_hr
2023-03-14,14,1,3,1,1,0,211,2644.9,44.08166666666667
2023-03-14,15,1,3,1,1,0,272,3608.2833333333333,60.13805555555555
2023-03-14,16,1,3,1,1,0,415,5776.933333333333,96.28222222222222
2023-03-14,17,1,3,1,1,0,635,8201.9,136.69833333333332
2023-03-14,18,1,3,1,1,0,609,8025.266666666666,133.75444444444443
2023-03-14,19,1,3,1,1,0,322,7860.799999999999,131.01333333333332
2023-03-14,20,1,3,1,1,0,218,2125.05,35.417500000000004
2023-03-14,21,1,3,1,1,0,148,1444.2166666666667,24.07027777777778
2023-03-14,22,1,3,1,1,0,78,761.2333333333333,12.687222222222223
2023-03-14,23,1,3,1,1,0,51,433.55,7.225833333333333
2023-03-15,0,1,3,2,1,0,28,344.06666666666666,5.734444444444445
2023-03-15,1,1,3,2,1,0,6,52.78333333333333,0.8797222222222222
2023-03-15,2,1,3,2,1,0,3,18.216666666666665,0.3036111111111111
2023-03-15,3,1,3,2,1,0,4,41.583333333333336,0.6930555555555556
2023-03-15,4,1,3,2,1,0,7,94.39999999999999,1.5733333333333333
2023-03-15,5,1,3,2,1,0,53,449.21666666666664,7.486944444444444
2023-03-15,6,1,3,2,1,0,142,1738.1333333333334,28.96888888888889
2023-03-15,7,1,3,2,1,0,336,4359.2,72.65333333333334
2023-03-15,8,1,3,2,1,0,601,8162.066666666667,136.03444444444443
2023-03-15,9,1,3,2,1,0,376,4223.2,70.38666666666667
2023-03-15,10,1,3,2,1,0,181,1881.65,31.360833333333336
2023-03-15,11,1,3,2,1,0,192,3597.95,59.96583333333333
2023-03-15,12,1,3,2,1,0,213,2255.4666666666667,37.59111111111111
2023-03-15,13,1,3,2,1,0,248,3616.7,60.27833333333333
